time,frequency,confidence
0.0,171.45930397334973,0.23417155
0.02,172.52740745827364,0.46381736
0.04,173.3120125800039,0.55208254
0.06,173.1104640770931,0.45643464
0.08,173.81017891471157,0.38100132
0.1,173.87989529823113,0.46181446
0.12,173.02983034164853,0.440761
0.14,173.44858176625732,0.6051898
0.16,172.8164582444758,0.57764924
0.18,172.82921426306888,0.5691736
0.2,173.5414248717764,0.5994296
0.22,173.65468478554902,0.5066798
0.24,173.67585850744192,0.45341888
0.26,172.83331210500026,0.47185785
0.28,173.68293163939157,0.53153074
0.3,173.05522214834514,0.57232463
0.32,173.05039482454868,0.5394427
0.34,173.55694186092643,0.57060516
0.36,173.44052115442454,0.38039637
0.38,173.2172838879343,0.3447191
0.4,173.5619994866319,0.43054613
0.42,172.9529048598427,0.35460824
0.44,172.392646832388,0.5174908
0.46,173.8763109204615,0.5433191
0.48,172.72451711561763,0.40841392
0.5,172.77017975389086,0.39086607
0.52,158.36009879966045,0.13822952
0.54,144.33152201849717,0.47215483
0.56,143.55058578922336,0.63044
0.58,142.63692544599257,0.6177648
0.6,144.1289773029104,0.70624864
0.62,147.7499562192195,0.56555676
0.64,145.92949615245405,0.57109976
0.66,147.664441875891,0.5073643
0.68,148.00073763086854,0.24511953
0.7,146.8990820322921,0.6839582
0.72,150.5405746851116,0.17355461
0.74,147.04869169818085,0.21445395
0.76,143.79186961629864,0.7216735
0.78,136.805062773469,0.855096
0.8,125.7501394322238,0.84396183
0.82,120.53859282496501,0.8265397
0.84,112.33996614819256,0.70017374
0.86,112.16720460009282,0.7190938
0.88,121.4007578942212,0.6824038
0.9,128.65170737306195,0.77925956
0.92,133.81730832660398,0.82477444
0.94,135.56663528831118,0.8708091
0.96,134.52619008512497,0.83510685
0.98,130.8053337960239,0.8587931
1.0,127.11839810878084,0.8089685
1.02,126.35763475962604,0.8011638
1.04,129.47269596183364,0.7921089
1.06,135.58243170602353,0.6630359
1.08,144.6053080246821,0.7726186
1.1,148.71128189821331,0.8850915
1.12,146.75273132306074,0.78868234
1.14,143.2038724548629,0.87315524
1.16,141.73647551879012,0.86005086
1.18,142.26276662959097,0.86985946
1.2,144.54082505847367,0.8733289
1.22,147.8985118089424,0.83014566
1.24,154.28509607685245,0.7529789
1.26,163.00010507756258,0.6660218
1.28,176.389187992934,0.7021151
1.3,183.8037172874475,0.8168978
1.32,184.8496487300379,0.8662039
1.34,179.8515349994646,0.79475665
1.36,171.65991668697814,0.7302927
1.38,166.91381889442317,0.86148375
1.4,166.2549670733444,0.8630023
1.42,166.8135166369999,0.84942967
1.44,168.7171465907594,0.7814058
1.46,174.78984221531346,0.52741146
1.48,181.24129975774682,0.7913115
1.5,185.22638559358836,0.8626781
1.52,186.78658125091306,0.832828
1.54,185.75918533549736,0.86557007
1.56,181.64366916385484,0.8372134
1.58,179.74691241819428,0.87160313
1.6,179.24195694474395,0.857406
1.62,180.18923192293542,0.8323891
1.64,183.37685968766536,0.8453611
1.66,188.68880409305626,0.76916254
1.68,195.99642777986818,0.7503818
1.7,197.9857392622916,0.85296655
1.72,196.08833738127998,0.85675985
1.74,186.31631321980706,0.43509427
1.76,176.47975400241125,0.7826435
1.78,175.20617692045505,0.838403
1.8,174.00723696881028,0.8165218
1.82,175.81968823015757,0.85264933
1.84,178.98937178889386,0.90590835
1.86,180.86794724976488,0.89481056
1.88,182.26531991086378,0.8760055
1.9,182.77301387374283,0.86486244
1.92,182.5854123603598,0.8517692
1.94,181.91113114123723,0.8825524
1.96,181.992058998931,0.87920517
1.98,182.38586485773112,0.8647506
2.0,183.117511969862,0.867783
2.02,183.39928708501714,0.86429405
2.04,182.74568283318212,0.86300296
2.06,182.20357123597213,0.8604421
2.08,180.9322487515283,0.8679329
2.1,180.69147693297978,0.8779358
2.12,181.8822695903538,0.8882092
2.14,183.29331622145952,0.86427814
2.16,183.94693356058997,0.85702145
2.18,183.86334277827177,0.8623359
2.2,183.46109685735996,0.8657239
2.22,183.1325231468261,0.86695784
2.24,183.10524727292713,0.86601466
2.26,182.33508570606523,0.863423
