Frame,Time,frequency,confidence
0,0.0,129.73588156802327,0.100282855
1,0.02,128.89412486809857,0.13215654
2,0.04,127.27900028280854,0.1411887
3,0.06,127.56159273993389,0.13862206
4,0.08,127.5787209854478,0.11218927
5,0.1,128.68636800402032,0.17855702
6,0.12,128.0759045167411,0.31923208
7,0.14,130.02398486681653,0.13615015
8,0.16,132.64723784913787,0.30121735
9,0.18,134.7758593689474,0.21589427
10,0.2,135.42429160728832,0.098395936
11,0.22,137.84485296127653,0.38877872
12,0.24,139.6677065585199,0.64656526
13,0.26,139.14512448154517,0.7769788
14,0.28,138.49980433422624,0.6970246
15,0.3,138.2572485242451,0.64409155
16,0.32,137.5058601686224,0.85780597
17,0.34,137.3848296388672,0.87679344
18,0.36,137.138734066124,0.6907175
19,0.38,136.700489766737,0.6724563
20,0.4,137.99364009334636,0.8626292
21,0.42,137.58052193861832,0.86202276
22,0.44,136.76205877021226,0.64353263
23,0.46,138.10434092443413,0.8690363
24,0.48,143.22995922550072,0.7955459
25,0.5,145.6634916490388,0.3699443
26,0.52,150.42448182935541,0.4201356
27,0.54,150.84908311283036,0.8227316
28,0.56,149.94302266459857,0.8539611
29,0.58,150.2023141381933,0.77856576
30,0.6,147.7189721961874,0.80565876
31,0.62,145.76979812957683,0.4342062
32,0.64,141.05220409872067,0.7408703
33,0.66,144.05865519679685,0.6016432
34,0.68,150.3052894559336,0.6244192
35,0.7000000000000001,169.98188212384534,0.3249749
36,0.72,182.5690754019021,0.81220514
37,0.74,184.31580719201656,0.84882194
38,0.76,185.34133603600023,0.8954414
39,0.78,183.4304491587987,0.8667703
40,0.8,177.88726539698402,0.82156533
41,0.8200000000000001,175.66049663208207,0.7178335
42,0.84,172.85613826587496,0.53514004
43,0.86,175.39625315300572,0.8077101
44,0.88,175.21862261383131,0.8563056
45,0.9,174.52113325492488,0.82899344
46,0.92,173.5424503789777,0.779417
47,0.9400000000000001,173.88457519491857,0.798206
48,0.96,174.70254901061708,0.80419576
49,0.98,173.39107684888864,0.8321614
50,1.0,174.97449264136495,0.84120286
51,1.02,177.88259585104652,0.84155554
52,1.04,180.29582820176915,0.88303244
53,1.06,181.86744109354544,0.8916069
54,1.08,182.64999309702435,0.8662004
55,1.1,180.5071143296344,0.86377645
56,1.12,176.57342540227987,0.8043229
57,1.1400000000000001,170.12155789627855,0.52000487
58,1.16,164.26373814977777,0.71700114
59,1.18,159.49551844374253,0.7483721
60,1.2,154.7794118577888,0.57303035
61,1.22,152.36438315109388,0.60144544
62,1.24,149.58229188979442,0.70909804
63,1.26,148.12662088593896,0.74098074
64,1.28,149.02962048062128,0.6813842
65,1.3,148.57875971387665,0.7973311
66,1.32,146.497629865617,0.7849412
67,1.34,145.6725917369541,0.59837747
68,1.36,145.056017812354,0.56160855
69,1.3800000000000001,146.35229179238027,0.60755754
70,1.4000000000000001,151.10587467430415,0.5602639
71,1.42,155.00631269829594,0.8022086
72,1.44,160.84355313060536,0.44627368
73,1.46,163.2609523308725,0.6130956
74,1.48,157.66558501029235,0.74465257
75,1.5,153.05566241676826,0.7408022
76,1.52,150.61926198284763,0.7361022
77,1.54,147.97104255794105,0.84138274
78,1.56,148.38231694172788,0.8198703
79,1.58,147.89460574963843,0.82708234
80,1.6,146.78209817671902,0.84500384
81,1.62,148.66786223236886,0.81281286
82,1.6400000000000001,148.85702636777486,0.7743693
83,1.6600000000000001,151.08385793802879,0.6176015
84,1.68,154.6072922448894,0.73855793
85,1.7,158.48527903605526,0.50750065
86,1.72,164.51095542787937,0.4228853
87,1.74,174.83870060981516,0.58251715
88,1.76,177.12249013939555,0.77922714
89,1.78,178.04494039532364,0.79321575
90,1.8,179.28671018972597,0.7637399
91,1.82,181.3461306895682,0.8480164
92,1.84,181.70426386763785,0.87801933
93,1.86,181.35437609660966,0.89477736
94,1.8800000000000001,180.32222121321948,0.87466455
